lv_HTGL3,ygrid_0,xgrid_0,UGRD_P0_L103_GLC0,VGRD_P0_L103_GLC0,gridlat_0,gridlon_0,station,org_lat,org_lon,speed,dir
10.0,115,348,-1.9035486,3.2926292,30.11239,-94.830605,twdb138,30.112,-94.832,8.507699287500381,149.9667510986328
10.0,114,343,-3.0035486,3.0126293,30.002604,-95.461296,twdb139,30.002,-95.463,9.516133042917252,135.0864715576172
10.0,114,344,-3.2835486,2.7226293,30.002924,-95.33519,twdb140,30.003,-95.336,9.541644257164002,129.66461181640625
10.0,114,345,-3.1635485,2.5126293,30.003143,-95.20908,twdb141,30.003,-95.21,9.037167115364076,128.45816040039062
10.0,114,346,-2.7035484,2.5426292,30.003262,-95.08298,twdb142,30.003,-95.084,8.30207305539608,133.2430877685547
10.0,114,347,-2.2335486,2.8826294,30.003277,-94.95687,twdb143,30.003,-94.958,8.15740942009926,142.2303924560547
10.0,114,348,-1.9135486,3.3326292,30.003191,-94.830765,twdb144,30.003,-94.832,8.596396543221474,150.13616943359375
10.0,114,349,-1.8235486,3.7026293,30.003004,-94.70466,twdb145,30.003,-94.706,9.23257318192482,153.77972412109375
10.0,113,342,-2.3935485,3.3726294,29.892963,-95.58686,twdb146,29.892,-95.588,9.251227930679322,144.6367645263672
10.0,113,343,-2.9635484,2.9826293,29.893387,-95.46087,twdb147,29.893,-95.462,9.405447204761506,135.18386840820312
10.0,113,344,-3.3835485,2.6326294,29.893707,-95.33488,twdb148,29.893,-95.336,9.58996271241188,127.88533020019531
10.0,113,345,-3.3235486,2.4126294,29.893927,-95.20889,twdb149,29.893,-95.21,9.186923500270844,125.97663879394531
10.0,113,346,-2.9135485,2.6326294,29.894043,-95.0829,twdb150,29.894,-95.084,8.783942954216004,132.10040283203125
10.0,113,347,-2.4435484,3.0826294,29.89406,-94.95691,twdb151,29.894,-94.958,8.799319335408212,141.59674072265625
10.0,113,348,-1.9235486,3.4626293,29.893974,-94.83092,twdb152,29.893,-94.832,8.860609395642282,150.94710540771484
10.0,113,349,-1.6935486,3.9126294,29.893787,-94.70493,twdb153,29.893,-94.706,9.537021369571686,156.59503936767578
10.0,113,350,-1.8035486,4.4026294,29.893497,-94.57894,twdb154,29.893,-94.58,10.642741629056932,157.72342681884766
10.0,112,340,-1.3735485,4.2826295,29.782581,-95.83805,twdb155,29.782,-95.839,10.060648188562395,162.21763610839844
10.0,112,341,-1.7235485,3.7826293,29.783205,-95.71218,twdb156,29.783,-95.713,9.298490396375657,155.5037078857422
10.0,112,342,-2.2035484,3.3326292,29.78373,-95.58631,twdb157,29.783,-95.588,8.937140371742249,146.52715301513672
10.0,112,343,-2.7635486,2.9526293,29.784151,-95.46044,twdb158,29.784,-95.462,9.046540889282227,136.89454650878906
